AGE,GENDER,OCCUPATION:,INCOME (RM XXXX):,MARITAL STATUS,What is your travelling duration?,Why you usually travel?,What is your budget for travelling?,How long do you plan for your travel?,Usually where do you plan to stay?,Travelling frequency,Travelling Transportation,Do you prefer using tour guide?,Do you prefer travelling local or overseas?,Language preferences,Do you prefer solo or group travel?
47,Female,Nurse,5000,Single,1,4,More than RM3000,2,Hotel,1,3,No,Overseas,1,Solo
22,Female,Student,1000,Single,1,0,RM1500 - RM2000,1,Hotel,1,3,No,Overseas,1,Solo
45,Male,Manager,10000,Married,1,2,RM2500 - RM3000,0,Hotel,1,0,No,Local,1,Group
49,Female,Driver,5900,Single,0,1,RM1500 - RM2000,1,Hotel,2,0,No,Local,1,Solo
21,Female,Student,500,Single,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
23,Female,student,1200,Single,1,2,below RM1000,1,Hotel,0,2,No,Overseas,1,Solo
21,Female,Swasta,2000,Single,1,2,RM1000 - RM1500,3,Hotel,0,0,Yes,Local,0,Solo
22,Male,student,1000,Single,0,3,below RM1000,0,Family House,0,0,No,Local,1,Solo
21,Male,Student,0,Single,0,1,RM1000 - RM1500,1,Hotel,1,0,No,Overseas,1,Group
21,Female,Student,0,Single,2,0,RM1500 - RM2000,1,Hotel,3,3,Yes,Overseas,1,Group
46,Male,Government ,2500,Married,0,2,below RM1000,3,Homestay,1,0,Yes,Local,0,Solo
22,Female,Student,0,Single,0,1,below RM1000,0,AirBnB,0,2,No,Local,0,Group
23,Female,Student,0,Single,0,1,below RM1000,0,AirBnB,0,0,No,Local,0,Group
46,Female,Admin Executive ,3000,Married,1,2,RM2500 - RM3000,3,Hotel,0,0,No,Local,0,Group
21,Male,Student,500,Single,0,1,below RM1000,0,AirBnB,1,0,No,Local,0,Group
46,Male,Manager,7680,Married,0,1,below RM1000,0,Campsite,1,1,No,Local,0,Solo
22,Male,Vlogger,2980,Single,0,2,RM1000 - RM1500,1,Homestay,1,2,No,Local,0,Solo
24,Male,Student,0,Single,1,3,below RM1000,1,Hotel,0,0,No,Local,0,Group
21,Male,student,1300,Single,0,3,below RM1000,0,Family House,2,2,No,Local,0,Solo
22,Female,Student,0,Single,0,2,RM1000 - RM1500,0,Homestay,0,0,No,Overseas,1,Group
23,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Solo
25,Female, Business woman,7000,Single,1,0,RM1500 - RM2000,2,Hotel,0,3,Yes,Overseas,0,Group
46,Female,Business owner ,100000,Married,2,1,More than RM3000,1,Hotel,1,3,No,Overseas,1,Group
26,Male,Teacher,3000,Single,0,1,below RM1000,0,Hotel,1,0,No,Local,0,Group
22,Female,Student ,0,Single,0,2,RM2500 - RM3000,1,AirBnB,0,0,No,Overseas,1,Group
538,Female,Silat teacher,3700,Married,2,0,RM2000 - RM2500,3,Family House,0,1,Yes,Overseas,0,Solo
25,Male,Software Engineer,4600,Single,2,1,below RM1000,1,Hotel,0,0,No,Local,0,Solo
22,Male,student,2500,Single,0,0,below RM1000,0,AirBnB,0,0,Yes,Local,0,Solo
21,Female,Student,0,Single,1,1,below RM1000,0,Homestay,0,0,No,Overseas,0,Group
36,Female,Maid,1280,Married,0,2,RM1500 - RM2000,1,Family House,0,0,No,Local,0,Solo
58,Female,Retired,4000,Married,0,4,RM1000 - RM1500,1,Hotel,1,0,No,Local,0,Group
21,Female,Account Clerk,1700,Single,0,1,RM1500 - RM2000,0,AirBnB,0,3,No,Local,0,Group
23,Female,Grab rider,3000,Single,1,0,RM1500 - RM2000,0,Homestay,0,1,Yes,Overseas,1,Group
35,Female,Officer ,3000,Married,0,1,RM2000 - RM2500,0,Hotel,1,0,No,Local,0,Group
25,Female,Programmer,4300,Married,0,2,RM2000 - RM2500,0,Homestay,0,3,No,Overseas,0,Group
34,Male,Engineer,5000,Married,0,1,RM2000 - RM2500,1,Homestay,1,3,No,Local,1,Group
51,Female,Nurse,8000,Married,1,1,RM2500 - RM3000,1,Homestay,0,0,No,Local,1,Solo
22,Male,Student,500,Single,0,2,below RM1000,0,Hotel,0,1,No,Local,0,Group
32,Male,Surgeon,16000,Married,1,1,RM2000 - RM2500,1,Family House,1,3,Yes,Overseas,0,Solo
28,Male,Accountant,3800,Single,1,1,RM1500 - RM2000,1,AirBnB,0,0,No,Local,0,Group
46,Female,Lawyer,5000,Married,2,1,RM2500 - RM3000,0,AirBnB,0,2,Yes,Local,1,Solo
22,Female,Student,0,Single,0,1,RM1000 - RM1500,1,AirBnB,2,0,No,Overseas,1,Group
33,Male,Footballer,7000,Married,1,1,RM2000 - RM2500,0,Campsite,1,1,Yes,Overseas,0,Solo
25,Male,Data Analyst,4000,Single,0,0,RM1000 - RM1500,0,Hotel,1,0,No,Local,0,Solo
21,Female,Student ,0,Single,1,1,below RM1000,1,Hotel,1,0,No,Overseas,1,Group
21,Male,Student,1000,Single,1,2,below RM1000,0,Hotel,0,0,No,Overseas,0,Solo
45,Male,Customer service ,5000,Married,0,1,RM1500 - RM2000,1,Hotel,1,0,No,Local,1,Group
18,Female,Student,300,Single,0,1,below RM1000,0,Homestay,1,0,Yes,Local,1,Group
28,Male,Youtuber,3490,Married,1,1,RM1000 - RM1500,3,Family House,1,0,No,Local,1,Solo
22,Male,student,1000,Single,0,1,below RM1000,0,Family House,1,2,No,Local,0,Solo
54,Female,Professor ,5000,Single,0,1,RM1000 - RM1500,0,Family House,0,1,Yes,Overseas,0,Solo
33,Female,Actress,15000,Married,1,0,More than RM3000,1,Hotel,2,3,No,Overseas,1,Group
34,Female,Dentist,5000,Single,1,2,RM1000 - RM1500,1,AirBnB,2,3,No,Overseas,1,Solo
26,Female,Lecturer,5600,Single,1,0,RM1500 - RM2000,0,Hotel,1,2,Yes,Overseas,1,Solo
22,Male,student,1000,Single,0,2,below RM1000,2,Campsite,0,1,No,Local,0,Solo
28,Female,Painter,3800,Single,1,1,RM1000 - RM1500,1,Family House,0,1,No,Local,1,Group
36,Female,Fashion Designer,5000,Single,0,2,below RM1000,1,Homestay,0,0,No,Local,0,Group
21,Male,Student,0,Single,0,3,RM1000 - RM1500,1,Homestay,1,0,No,Local,0,Group
19,Female,student,0,Single,1,2,RM1000 - RM1500,1,Hotel,0,0,Yes,Local,1,Solo
30,Male,Engineer,15000,Married,2,0,RM2000 - RM2500,2,Hotel,1,3,No,Overseas,1,Group
28,Female,Certified hacker,9000,Single,2,3,below RM1000,0,Hotel,1,2,Yes,Local,0,Solo
21,Male,Student,0,Single,3,4,RM2500 - RM3000,2,Hotel,1,3,Yes,Overseas,1,Group
21,Male,Student ,500,Single,2,2,More than RM3000,2,Family House,0,0,No,Overseas,0,Group
25,Female,Lecturer,6500,Married,1,0,More than RM3000,1,Family House,2,1,Yes,Overseas,1,Group
26,Female,Carpenter ,4500,Married,0,1,RM1500 - RM2000,1,Hotel,1,2,No,Local,1,Solo
25,Male,Office worker,5000,Single,2,3,RM1000 - RM1500,0,Family House,1,0,No,Local,0,Group
26,Male,Cashier,3200,Single,1,0,RM1000 - RM1500,2,AirBnB,1,1,No,Local,0,Solo
24,Female,teacher,3000,Married,1,3,below RM1000,0,Family House,2,0,No,Local,0,Group
28,Male,Police officer,7000,Single,0,0,RM1000 - RM1500,1,Family House,1,2,No,Overseas,0,Group
30,Female,Project Executive,7000,Married,1,1,RM1500 - RM2000,3,Hotel,0,3,No,Overseas,1,Group
26,Male,Office Worker,3100,Single,1,2,below RM1000,0,Hotel,0,0,No,Local,1,Solo
36,Female,Unemployed ,200000,Married,2,1,More than RM3000,1,Family House,2,1,No,Overseas,2,Group
21,Female,Student,0,Single,0,1,below RM1000,0,Homestay,3,0,Yes,Local,0,Group
37,Male,Veterinary ,6800,Married,2,2,RM2500 - RM3000,2,Hotel,2,3,Yes,Overseas,1,Solo
28,Male,Police Officer,2500,Married,0,1,below RM1000,0,Family House,0,0,No,Local,0,Group
21,Female,Student ,0,Single,1,1,RM1000 - RM1500,1,AirBnB,0,2,No,Local,0,Group
37,Female,Yoga trainer,4900,Married,0,0,RM2000 - RM2500,3,Campsite,1,3,Yes,Overseas,2,Solo
23,Female,Blogger,1800,Single,0,4,below RM1000,0,Campsite,2,3,No,Local,1,Solo
33,Female,Staff nurse,2000,Married,0,1,RM1000 - RM1500,1,Homestay,0,0,No,Local,1,Group
22,Female,Student,0,Single,2,2,More than RM3000,3,AirBnB,0,3,No,Overseas,1,Group
28,Female,Youtuber,5400,Single,2,2,RM1500 - RM2000,1,Hotel,1,1,Yes,Overseas,2,Solo
22,Male,student,1000,Single,1,3,below RM1000,0,Family House,2,2,No,Local,0,Solo
27,Male,JDT Football Player ,21000,Married,1,2,More than RM3000,1,Hotel,3,3,No,Overseas,1,Group
33,Female,Receptionist,3200,Single,0,0,below RM1000,1,Family House,2,0,No,Local,0,Solo
34,Female,Housewife,0,Married,1,0,RM1000 - RM1500,1,AirBnB,1,3,Yes,Overseas,1,Group
21,Male,Student,1000,Single,0,1,below RM1000,0,Campsite,0,1,No,Local,0,Group
24,Male,Mechanic,2500,Single,0,3,below RM1000,0,AirBnB,1,1,No,Local,0,Group
21,Male,STUDENT,0,Single,0,0,below RM1000,0,AirBnB,0,0,No,Local,0,Group
42,Female,Chief Finance Officer,32343,Single,1,2,More than RM3000,1,Hotel,1,3,No,Overseas,1,Solo
50,Female,SRN,3000,Married,0,1,below RM1000,0,Hotel,0,0,No,Local,1,Group
55,Male,Manager,5500,Married,0,1,below RM1000,0,Campsite,1,1,No,Local,1,Solo
24,Male,Student,0,Single,0,1,below RM1000,0,AirBnB,0,0,No,Local,0,Solo
45,Male,Manager,10000,Married,2,1,More than RM3000,1,Hotel,1,3,No,Overseas,1,Group
40,Male,Unemployed ,0,Married,2,2,More than RM3000,3,Hotel,1,3,No,Overseas,2,Group
48,Female,Lawyer,4000,Married,1,1,RM2000 - RM2500,2,AirBnB,0,3,No,Overseas,1,Group
32,Male,Farmer,3100,Married,0,1,below RM1000,2,Family House,0,0,No,Local,0,Solo
19,Male,Takde,400,Single,2,1,RM1500 - RM2000,1,Hotel,1,0,No,Overseas,0,Group
33,Male,Doctor,5500,Married,1,3,RM1000 - RM1500,0,Hotel,1,0,No,Overseas,1,Group
21,Female,Student,0,Single,1,1,RM2000 - RM2500,1,Homestay,0,3,No,Overseas,1,Solo
19,Male,Student,800,Single,0,1,below RM1000,2,Campsite,1,1,No,Local,1,Solo
24,Male,student,1800,Single,0,2,below RM1000,0,Family House,0,2,No,Local,0,Solo
47,Male,Flower sellers ,4000,Single,1,1,RM1500 - RM2000,3,Hotel,1,0,No,Overseas,1,Solo
45,Male,Police officer,5600,Married,0,1,below RM1000,1,Hotel,1,0,No,Local,0,Solo
20,Male,Student,0,Single,0,1,below RM1000,0,Homestay,0,0,No,Local,0,Group
21,Male,STUDENT,0,Married,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
30,Male,Factory Worker,2500,Married,0,2,below RM1000,0,AirBnB,1,0,No,Local,0,Solo
21,Female,student,500,Single,0,2,below RM1000,0,Family House,2,0,No,Local,1,Solo
19,Female,Student,500,Single,1,1,below RM1000,1,Hotel,1,0,Yes,Local,0,Solo
23,Female,Student,0,Single,1,2,below RM1000,1,Family House,0,2,No,Local,0,Solo
37,Male,DJ Radio,9900,Single,1,3,RM2500 - RM3000,3,Homestay,2,2,Yes,Local,1,Group
24,Female,Admin,1800,Single,0,2,below RM1000,1,Hotel,0,3,No,Local,0,Group
30,Male,Taxi driver,5000,Single,0,3,RM2500 - RM3000,1,Campsite,0,1,No,Overseas,0,Group
31,Male,Judge,5000,Single,0,1,RM1500 - RM2000,1,Hotel,1,0,No,Overseas,0,Group
59,Male,Retiree,0,Married,0,3,below RM1000,0,Family House,2,0,No,Local,1,Group
21,Female,Student,0,Single,0,1,below RM1000,0,AirBnB,0,2,No,Local,0,Solo
40,Female,Engineer,5000,Married,0,0,below RM1000,1,Homestay,1,0,No,Local,0,Group
21,Female,student,0,Single,1,0,below RM1000,0,Hotel,1,0,No,Local,0,Group
26,Male,Fireman,2500,Married,0,1,below RM1000,1,Homestay,0,0,No,Local,0,Group
37,Male,Youtuber,6000,Married,2,0,More than RM3000,0,Hotel,2,3,No,Overseas,1,Solo
23,Male,Student,0,Single,0,0,below RM1000,0,Hotel,0,0,No,Local,0,Group
27,Female,Manager,9000,Single,0,1,RM1500 - RM2000,2,Hotel,2,1,Yes,Local,1,Group
21,Male,Student,300,Single,0,2,below RM1000,0,Family House,1,2,No,Local,1,Solo
21,Male,STUDENT,0,Married,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
50,Male,Pilot,8000,Married,2,1,RM1500 - RM2000,1,Family House,2,3,Yes,Local,2,Solo
32,Male,Farmer,3100,Married,0,1,below RM1000,2,Family House,0,0,No,Local,0,Solo
23,Male,Student,0,Single,0,0,below RM1000,0,Hotel,0,0,No,Local,0,Group
27,Male,Fireman,2500,Married,0,1,below RM1000,0,Homestay,0,0,No,Local,0,Solo
27,Female,Saleswoman,4600,Married,1,3,RM2000 - RM2500,2,AirBnB,0,3,No,Local,0,Group
21,Male,student,1222,Single,0,1,below RM1000,0,Homestay,0,0,No,Local,0,Solo
19,Female,Student,700,Single,0,1,below RM1000,0,AirBnB,1,0,Yes,Local,0,Solo
21,Female,Assistant Administrator ,1600,Single,1,2,below RM1000,0,Hotel,1,0,No,Local,0,Group
21,Male,student,1200,Single,0,1,below RM1000,0,Hotel,0,2,No,Local,0,Solo
27,Male,Teacher,4900,Single,0,1,RM1500 - RM2000,1,Campsite,0,1,No,Overseas,0,Solo
22,Male,Student,0,Single,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
21,Male,Student ,0,Single,1,2,RM1000 - RM1500,2,Hotel,0,3,Yes,Local,0,Group
47,Female,House wife,0,Married,0,3,below RM1000,1,Hotel,1,0,No,Local,0,Group
30,Female,electrician,5000,Single,2,0,RM2500 - RM3000,1,Hotel,1,2,Yes,Overseas,1,Group
22,Male,student,1000,Single,0,2,below RM1000,0,AirBnB,0,2,No,Local,0,Solo
27,Female,clerk,3000,Married,0,3,RM1000 - RM1500,0,Homestay,0,0,No,Local,0,Group
21,Female,QC,1700,Single,1,1,below RM1000,0,Hotel,1,3,No,Local,1,Group
21,Female,STUDENT ,0,Single,1,1,RM1500 - RM2000,0,Hotel,0,0,No,Overseas,1,Group
23,Female,House wife,3000,Single,1,1,RM1000 - RM1500,1,AirBnB,0,0,Yes,Overseas,1,Group
29,Female,Manager,40599,Single,0,3,below RM1000,0,Family House,2,0,No,Local,0,Solo
39,Male,Bus driver,6790,Married,2,2,RM2500 - RM3000,1,Homestay,1,2,No,Overseas,1,Group
27,Female,Zoologist,8000,Married,2,1,RM2500 - RM3000,1,Hotel,1,3,No,Overseas,0,Solo
22,Female,Customer service,2300,Single,0,1,below RM1000,0,Hotel,0,0,No,Local,0,Group
21,Male,Student,0,Single,1,1,below RM1000,1,Homestay,1,0,No,Local,0,Group
21,Male,Student,0,Single,0,1,below RM1000,0,Homestay,0,0,No,Local,0,Group
24,Female,student,1200,Single,0,1,below RM1000,0,Hotel,1,2,No,Local,0,Solo
58,Female,Retired,2423,Married,2,2,below RM1000,1,Campsite,0,2,No,Overseas,2,Group
40,Female,Youtuber,8000,Single,0,1,RM2000 - RM2500,1,Homestay,1,2,No,Local,0,Solo
19,Female,Student ,50,Single,1,1,More than RM3000,1,Hotel,1,0,No,Local,2,Group
35,Female,Teacher,3429,Married,1,0,below RM1000,2,Homestay,2,0,Yes,Local,1,Group
21,Male,none,0,Single,1,3,below RM1000,0,Hotel,0,4,No,Local,0,Group
40,Male,Bus driver,3900,Single,1,2,RM2500 - RM3000,0,AirBnB,1,0,No,Overseas,2,Group
26,Female,Gamer,5600,Single,0,3,RM1500 - RM2000,1,AirBnB,1,0,No,Overseas,0,Group
38,Male,Mechanic,6000,Married,0,0,RM2500 - RM3000,0,Hotel,0,2,Yes,Local,0,Group
28,Male,Journalist,3000,Single,0,2,below RM1000,0,Family House,0,0,No,Local,1,Solo
30,Male,Architect,6500,Single,0,2,RM1000 - RM1500,0,Hotel,1,3,No,Overseas,1,Solo
52,Female,Cleaner ,4600,Married,0,1,RM1000 - RM1500,1,Family House,1,2,Yes,Local,1,Solo
30,Male,Architect,6500,Single,0,2,RM1000 - RM1500,0,Hotel,1,3,No,Overseas,1,Solo
21,Female,Student,0,Single,0,1,below RM1000,1,Hotel,1,0,Yes,Local,0,Group
27,Male,Karate instructor,45000,Single,1,0,RM1000 - RM1500,1,Hotel,0,0,No,Overseas,1,Solo
22,Male,student,2100,Single,0,1,below RM1000,0,Hotel,0,1,No,Local,0,Solo
44,Female,Driving teacher,5700,Married,1,1,RM1500 - RM2000,2,Family House,1,2,Yes,Overseas,0,Solo
57,Male,Surgeon,90800,Married,1,2,RM2000 - RM2500,3,Hotel,0,3,Yes,Overseas,1,Solo
25,Female,Student,0,Single,0,1,below RM1000,0,AirBnB,1,0,No,Overseas,1,Solo
21,Female,Student,0,Single,1,0,More than RM3000,2,Hotel,0,3,Yes,Overseas,2,Group
27,Male,Policeman,6000,Single,0,1,RM1000 - RM1500,2,Family House,1,1,No,Local,1,Solo
22,Female,Full-time student,0,Single,2,1,RM2000 - RM2500,1,AirBnB,3,2,No,Overseas,1,Solo
21,Male,Student ,0,Single,1,3,below RM1000,0,Family House,1,0,No,Local,1,Group
31,Male,Footballers ,5000,Married,1,1,More than RM3000,2,Hotel,2,3,Yes,Overseas,0,Group
26,Male,Office Worker,3100,Single,1,2,below RM1000,0,Hotel,0,0,No,Local,1,Solo
40,Female,Fry cook,2500,Single,0,2,below RM1000,0,Family House,1,0,No,Local,1,Solo
24,Female,model,4000,Single,0,0,RM1500 - RM2000,1,Hotel,1,3,Yes,Overseas,1,Solo
23,Female,Student,0,Single,0,1,below RM1000,0,AirBnB,0,0,No,Local,0,Group
43,Female,Teacher,3500,Married,0,0,RM1000 - RM1500,2,Family House,1,2,No,Local,0,Solo
45,Male,CEO,9000,Single,2,1,More than RM3000,0,Hotel,2,0,No,Overseas,0,Solo
39,Male,Composer,6000,Single,1,0,RM2000 - RM2500,1,Family House,0,3,No,Overseas,1,Group
20,Female,student,1400,Single,1,1,RM1000 - RM1500,0,Homestay,0,0,No,Local,0,Solo
24,Male,engineer,4000,Single,1,0,RM1000 - RM1500,1,Hotel,1,3,No,Overseas,1,Solo
27,Female,Actor,56000,Single,2,0,More than RM3000,1,Family House,2,3,Yes,Overseas,1,Group
28,Male,Police Officer,2500,Married,0,1,below RM1000,0,Family House,0,0,No,Local,0,Group
46,Male,Actor,5600,Single,1,2,RM1000 - RM1500,3,Homestay,0,2,No,Local,0,Solo
35,Female,Gamer,3600,Married,1,2,RM2500 - RM3000,3,Homestay,0,2,No,Overseas,1,Group
28,Male,Teacher,6500,Single,1,1,RM2000 - RM2500,1,Homestay,0,3,Yes,Overseas,0,Solo
23,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Solo
20,Male,Student,1000,Single,0,2,below RM1000,0,Family House,0,1,No,Local,0,Solo
23,Female,student,1500,Single,0,2,below RM1000,1,Hotel,1,2,No,Local,0,Solo
30,Female,Teaccher,5600,Married,1,1,RM1000 - RM1500,1,Family House,1,0,No,Local,0,Group
31,Male,Post man,5700,Married,1,0,below RM1000,3,Hotel,1,1,Yes,Overseas,1,Group
38,Male,Maid,1200,Married,1,1,RM1500 - RM2000,2,AirBnB,2,2,Yes,Local,1,Solo
25,Male,Engineer,3000,Single,1,3,RM1000 - RM1500,1,Family House,2,1,No,Local,0,Solo
20,Male,student,1000,Single,0,1,below RM1000,0,Hotel,0,1,No,Local,0,Solo
43,Female,Teacher,6800,Single,0,1,RM1000 - RM1500,0,Family House,1,1,Yes,Overseas,0,Solo
32,Female,Teacher,6800,Single,0,1,RM1500 - RM2000,0,Hotel,1,1,No,Overseas,1,Solo
46,Female,Nurse,5000,Married,1,1,More than RM3000,4,Hotel,1,3,Yes,Overseas,1,Group
22,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Group
21,Male,Waiter,2100,Single,0,0,below RM1000,1,Family House,0,1,No,Local,0,Group
21,Female,Student,0,Single,1,2,RM2500 - RM3000,0,Hotel,1,3,No,Local,1,Group
24,Female,Student,0,Single,0,1,below RM1000,0,Hotel,0,0,No,Local,0,Group
23,Female,Student,0,Single,1,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
33,Female,nurse,4500,Single,1,0,RM1000 - RM1500,1,Homestay,1,3,No,Overseas,1,Solo
28,Male,Computer Programmer,4500,Single,0,0,RM1000 - RM1500,0,Hotel,0,0,Yes,Overseas,1,Solo
23,Male,Student,0,Single,0,0,below RM1000,1,AirBnB,0,2,No,Local,0,Solo
21,Male,Student,0,Single,0,1,below RM1000,0,Homestay,1,0,No,Local,0,Group
21,Female,Student ,500,Single,0,4,RM1000 - RM1500,1,Hotel,0,0,No,Overseas,0,Solo
23,Male,student,1000,Single,0,1,below RM1000,0,Homestay,0,1,No,Local,0,Solo
25,Female,nurse,2500,Single,0,0,below RM1000,0,Hotel,0,2,No,Local,0,Solo
23,Female,Student ,3000,Single,1,3,RM1000 - RM1500,4,Hotel,1,3,No,Local,1,Group
46,Male,Self employed,8000,Married,0,1,RM1000 - RM1500,1,Hotel,1,0,No,Local,0,Solo
21,Female,Student ,0,Single,1,1,below RM1000,0,Hotel,1,0,Yes,Local,0,Group
21,Male,Student,5000,Single,0,1,RM2000 - RM2500,1,Hotel,1,3,No,Overseas,1,Solo
25,Male,Businessman,60800,Single,1,0,RM1000 - RM1500,1,AirBnB,1,2,No,Overseas,1,Solo
31,Female,clerk,3000,Single,1,0,RM1000 - RM1500,1,Homestay,0,2,No,Overseas,1,Solo
42,Female,Conveyancing Clerk,3300,Married,1,1,RM2500 - RM3000,3,Hotel,1,3,No,Overseas,1,Group
28,Male,Pembantu kedai,1300,Married,1,2,RM1500 - RM2000,2,Family House,0,0,Yes,Local,0,Group
28,Female,Ballerina,1290,Single,2,1,RM1000 - RM1500,3,Family House,1,0,No,Overseas,1,Group
21,Male,Student,550,Single,0,0,below RM1000,0,AirBnB,1,2,No,Local,0,Solo
23,Male,Blogger,2450,Single,1,3,RM1000 - RM1500,1,Hotel,0,1,Yes,Overseas,0,Solo
29,Female,Data Analysis,13000,Single,0,0,below RM1000,0,AirBnB,1,0,No,Local,0,Group
21,Female,Business Woman,1800,Single,0,1,below RM1000,0,AirBnB,2,0,No,Overseas,1,Group
20,Female,Student,0,Single,2,1,RM1000 - RM1500,2,Hotel,0,3,No,Overseas,1,Solo
24,Male,Student,0,Single,0,1,below RM1000,0,AirBnB,0,0,No,Local,0,Solo
28,Male,Journalist,3000,Single,0,2,below RM1000,0,Family House,0,0,No,Local,1,Solo
23,Male,Student,0,Single,0,0,below RM1000,0,Hotel,0,0,No,Local,0,Group
22,Male,Student ,0,Single,1,1,RM1000 - RM1500,0,Homestay,0,0,No,Local,0,Group
21,Female,Student,0,Single,1,2,RM2000 - RM2500,1,Hotel,0,3,Yes,Local,0,Solo
19,Male,student,1000,Single,1,3,below RM1000,1,Family House,1,2,No,Local,0,Solo
21,Male,STUDENT,0,Married,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
21,Female,Student,150,Single,0,3,RM1000 - RM1500,1,Hotel,0,0,No,Local,0,Group
34,Female,Business woman,70050,Single,0,0,RM1000 - RM1500,0,Hotel,2,3,No,Local,0,Solo
29,Female,Tour guide,5000,Single,1,0,RM1000 - RM1500,2,Homestay,0,3,No,Local,0,Group
21,Female,Student,150,Single,0,3,RM1000 - RM1500,1,Hotel,0,0,No,Local,0,Group
22,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Group
21,Female,Student,2500,Single,1,2,RM1500 - RM2000,2,Homestay,0,0,No,Overseas,1,Group
42,Female,Astronaut ,7900,Single,1,0,RM1500 - RM2000,1,Hotel,0,0,No,Overseas,0,Solo
37,Male,Personal trainer ,4700,Married,1,1,RM1000 - RM1500,1,Family House,1,0,No,Local,0,Solo
22,Female,business,400,Single,1,1,RM1500 - RM2000,1,Hotel,0,0,No,Local,1,Group
25,Male,Software Engineer,3500,Single,0,0,RM1000 - RM1500,0,Hotel,0,0,No,Local,0,Solo
34,Female,Historian,10000,Single,0,1,RM1500 - RM2000,1,Family House,0,0,No,Overseas,2,Group
21,Male,student,1000,Single,1,1,below RM1000,0,Homestay,0,0,No,Local,0,Solo
21,Male,Student,1000,Single,0,1,below RM1000,0,AirBnB,1,0,No,Local,0,Group
36,Female,Streamer,7800,Married,0,3,RM1000 - RM1500,1,AirBnB,0,1,Yes,Overseas,1,Solo
26,Male,Office Worker,3100,Single,1,2,below RM1000,0,Hotel,0,0,No,Local,1,Solo
45,Female,Nurse,6700,Married,0,0,RM1000 - RM1500,1,Hotel,1,0,No,Local,1,Group
30,Female,Cleaner,1600,Married,0,0,below RM1000,0,Family House,0,0,No,Local,0,Group
56,Female,Registered Nurse,10000,Single,2,1,More than RM3000,2,Hotel,1,3,No,Overseas,1,Solo
21,Female,Student,0,Single,0,1,below RM1000,2,Homestay,0,0,Yes,Local,1,Group
25,Female,Practical teacher,3096,Single,1,1,RM1000 - RM1500,2,Homestay,1,1,No,Local,2,Solo
21,Female,Student,0,Single,0,3,below RM1000,0,AirBnB,2,4,No,Overseas,1,Group
22,Male,student,2000,Single,0,1,below RM1000,0,Homestay,1,1,No,Local,0,Solo
28,Male,Computer Programmer,4500,Single,0,0,RM1000 - RM1500,0,Hotel,0,0,Yes,Overseas,1,Solo
23,Male,driver,1500,Single,0,2,RM1000 - RM1500,3,Campsite,0,0,No,Local,0,Solo
22,Male,Student,0,Single,0,1,below RM1000,1,AirBnB,0,0,No,Local,0,Group
24,Male,Programmer,5000,Single,1,1,RM1000 - RM1500,0,Homestay,1,2,Yes,Overseas,2,Solo
23,Male,STUDENT,0,Married,0,3,below RM1000,0,Hotel,1,2,No,Local,0,Group
23,Male,Student,0,Single,0,1,below RM1000,1,Family House,0,0,No,Local,0,Group
21,Male,STUDENT,0,Single,0,1,below RM1000,0,Hotel,0,0,No,Local,0,Group
24,Male,-,0,Single,2,2,RM1500 - RM2000,2,Hotel,0,1,No,Local,1,Solo
22,Female,Student,0,Single,0,0,RM1500 - RM2000,0,AirBnB,1,2,No,Local,0,Group
33,Male,Doctor,5500,Married,1,3,RM1000 - RM1500,0,Hotel,1,0,No,Overseas,1,Group
23,Male,Student,1000,Single,0,2,below RM1000,1,AirBnB,1,0,No,Local,0,Group
21,Female,student,0,Single,0,1,below RM1000,1,Family House,0,2,No,Local,0,Solo
34,Male,Soldier,3700,Married,0,3,RM1000 - RM1500,3,Family House,1,1,Yes,Overseas,0,Solo
23,Male,STUDENT,0,Married,0,3,below RM1000,0,Hotel,1,2,No,Local,0,Group
28,Male,Police Officer,2500,Married,0,1,below RM1000,0,Family House,0,0,No,Local,0,Group
56,Male,cardiologist,35670,Married,2,1,More than RM3000,2,Campsite,1,3,Yes,Overseas,1,Group
46,Female,Nurse,12000,Married,1,1,RM2500 - RM3000,1,Hotel,1,0,No,Local,1,Group
46,Male,Tiktok artist,6200,Married,1,0,RM2500 - RM3000,1,Homestay,1,0,No,Overseas,2,Group
21,Male,student,1000,Single,1,1,below RM1000,0,Campsite,0,1,No,Local,0,Solo
20,Male,Student,1000,Single,1,3,RM1000 - RM1500,1,Hotel,1,3,No,Local,1,Solo
24,Female,engineer,5420,Single,0,2,RM1500 - RM2000,1,AirBnB,0,0,No,Overseas,1,Solo
34,Female,Coway assistant ,5100,Married,0,4,below RM1000,4,Hotel,0,0,No,Local,0,Group
27,Female,Chef,5200,Single,1,1,RM1000 - RM1500,1,Family House,1,0,No,Overseas,1,Group
